date,t,x_growth,x_unemployment,x_credit_spread,x_yield_curve,x_house_price_growth,c_lag1,PD_quarterly_true,PD_annual_true,PD_true,expected_c_quarterly,expected_c_annualised,default_rate,c,c_annualised_sim,R_true,K_IRB_true,alpha_oracle,utility_oracle,shortfall_oracle,terminal_capital_oracle,required_capital_oracle,available_buffer_oracle,alpha_bayes,expected_utility_bayes,utility_bayes_realised,shortfall_bayes_realised,regret_bayes_vs_oracle,alpha_full,utility_full,shortfall_full,alpha_zero,utility_zero,latent_state,latent_cycle,simulation_seed
2030Q1,0,-0.5246192595181142,-0.4622749221215708,-0.8190433121424299,-1.1360680230097198,0.8293282213356266,0.0009323202773695723,0.0021602500477632004,0.008613040412446926,0.0021602500477632004,0.0009721125214934401,0.0038884500859737606,0.0014091260671634013,0.0006341067302235306,0.0025364269208941223,0.1980102105149089,0.06989177081238122,0.6505085530698643,1.1051605184000415,0.0,1.1051605184000415,0.4546519470265269,0.45465196533017715,0.6462740295559082,1.1022005835718691,1.1044759698482918,0.0,0.0006845485517497085,1.0,-4.210928821562711,0.5372587754260476,0.0,1.0,-0.2976218879334443,-3.0689961600465216,46
2030Q2,1,0.08689729149246056,-0.9123481890617473,-0.0030966358395150273,-0.9159643675890596,-0.017306962036662044,0.0006341067302235306,0.0020596991346879456,0.008213377309546743,0.0020596991346879456,0.0009268646106095755,0.003707458442438302,0.0010627578887889308,0.00047824104995501887,0.0019129641998200755,0.19958478069769792,0.06863050038883285,0.6565611305141783,1.1071623250822145,0.0,1.1071623250822145,0.4506011892304585,0.45060119456803616,0.6518886523330024,1.1033854730711845,1.1063996944564893,0.0,0.0007626306257251247,1.0,-4.067656554378338,0.5230874143878788,0.0,1.0,-0.355927284092297,-2.639637601616584,46
2030Q3,2,-0.7556070060167488,0.41749295530112074,-0.41560289684765317,-0.5619840715532625,0.0551224979608779,0.00047824104995501887,0.0027723744143566893,0.01104346647353438,0.0027723744143566893,0.0012475684864605102,0.004990273945842041,0.0027083781855217746,0.0012187701834847986,0.0048750807339391945,0.1890836727929514,0.07647725135884524,0.6215194037176556,1.0968403666474829,0.0,1.0968403666474829,0.47532095662514756,0.4753209629298273,0.618250274846999,1.0960556669680477,1.0963309961651477,0.0,0.0005093704823351253,1.0,-4.933789856067852,0.6089602154233005,0.0,1.0,-0.03808629281307221,-1.4300783537125417,46
2030Q4,3,-1.0289191497935333,-0.16641444640023823,-0.555510151108655,0.1537592262355964,0.06863946746549882,0.0012187701834847986,0.0030829490667248164,0.012274885935355972,0.0030829490667248164,0.0013873270800261674,0.0055493083201046695,0.00345904817416251,0.0015565716783731297,0.006226286713492519,0.18495842474954705,0.07925655812234426,0.6097072774908622,1.0929402918160622,0.0,1.0929402918160622,0.483233002760708,0.48323301432520005,0.6070188761874189,1.0934579818239545,1.092530487290374,0.0,0.00040980452568817327,1.0,-5.2488786968554715,0.640131298007174,0.0,1.0,0.0689394307238502,-1.572482399138068,46
2031Q1,4,0.7402697075483874,0.13524037709174178,0.16709136082726894,-0.45157487873161817,-0.30757616427721834,0.0015565716783731297,0.00366238520217611,0.014569258731827905,0.00366238520217611,0.0016480733409792495,0.006592293363916998,0.003125243367753724,0.001406359515489176,0.005625438061956704,0.17791803411927898,0.08372044544392722,0.594082444936459,1.0914509157551104,0.0,1.0914509157551104,0.4973684692049771,0.49736847081865143,0.5896370159739788,1.089237591827304,1.090766602402632,0.0,0.0006843133524785383,1.0,-5.678744091096531,0.683268049594164,0.0,1.0,0.23263188394335474,-0.8236332606200055,46
2031Q2,5,0.34187188453512696,0.37656656002165945,0.28279374353950104,-0.19429034030710662,0.0013158149517411288,0.001406359515489176,0.00430650268565979,0.01711505407939573,0.00430650268565979,0.0019379262085469054,0.007751704834187622,0.0031991547160647982,0.0014396196222291593,0.005758478488916637,0.170995583901691,0.0878747321433048,0.579661916422289,1.0890382752675396,0.0,1.0890382752675396,0.5093763563928337,0.5093763588452506,0.5741214822898648,1.085219262699613,1.0881872435102196,0.0,0.0008510317573200421,1.0,-6.097831372775687,0.7251435176553396,0.0,1.0,0.3911062299047381,-1.1823754197412137,46
2031Q3,6,-1.2320960532892138,-0.43683040444007915,0.3560066218939802,-0.8265175771581503,-0.9719984370258186,0.0014396196222291593,0.0055325335511699734,0.021947157082477964,0.0055325335511699734,0.002489640098026488,0.009958560392105952,0.006109559573563954,0.002749301808103779,0.010997207232415117,0.160050208867053,0.09429098431657253,0.5548149098934329,1.0779553685127672,0.0,1.0779553685127672,0.5231404396736228,0.5231404586193343,0.551278788970003,1.0787787996695035,1.0774585188341157,0.0,0.0004968496786514898,1.0,-6.883521630548669,0.8024028612467631,0.0,1.0,0.6363220425056102,-0.2867842604016322,46
2031Q4,7,-0.8185538609182583,0.31364627101203807,0.2616554195279427,-0.5572938414216304,-0.5244435297372531,0.002749301808103779,0.0062223243616541645,0.024657955671721243,0.0062223243616541645,0.002800045962744374,0.011200183850977496,0.00877764031809335,0.003949938143142008,0.01579975257256803,0.15497361636895857,0.09735657439228838,0.5419862815145203,1.0696455724303005,0.0,1.0696455724303005,0.5276592773586815,0.5276592909157801,0.5408145687887747,1.075601302907167,1.0694950066202573,0.0,0.00015056581004313507,1.0,-7.322150634974459,0.8450651253543039,0.0,1.0,0.764606776425831,-0.8637769888618638,46
2032Q1,8,-0.779234570724056,0.5323407344959208,-0.06742061031458366,-0.5263738106719826,-0.08584970650864854,0.003949938143142008,0.004149452447891775,0.016494787541757594,0.004149452447891775,0.001867253601551299,0.007469014406205196,0.0038737203624011453,0.0017431741630805154,0.006972696652322061,0.17260190657154895,0.0869248888654745,0.5818416649489204,1.0876068861379915,0.0,1.0876068861379915,0.5057652206298756,0.5057652211890711,0.5776162179046729,1.0861475917405918,1.0869706679357078,0.0,0.000636218202283656,1.0,-6.036238044486309,0.7186806302855503,0.0,1.0,0.35395905295533175,-0.9709491545313856,46
2032Q2,9,-0.4240758365817855,-0.4239881784140375,0.4176533039517253,-0.6988337488062628,-0.9932341707736742,0.0017431741630805154,0.0037966602459926116,0.015100371911843657,0.0037966602459926116,0.0017084971106966751,0.006833988442786701,0.0038728766057943916,0.0017427944726074761,0.0069711778904299046,0.17640022496233057,0.0846468780381673,0.5896585450587544,1.088786099039329,0.0,1.088786099039329,0.4991275494775156,0.4991275539805746,0.5861241914137003,1.0883503994429082,1.0882539241469285,0.0,0.0005321748924005387,1.0,-5.808395195803553,0.6958967251077478,0.0,1.0,0.26991622378284935,-1.2989674143083803,46
