date,t,x_growth,x_unemployment,x_credit_spread,x_yield_curve,x_house_price_growth,c_lag1,PD_quarterly_true,PD_annual_true,PD_true,expected_c_quarterly,expected_c_annualised,default_rate,c,c_annualised_sim,R_true,K_IRB_true,alpha_oracle,utility_oracle,shortfall_oracle,terminal_capital_oracle,required_capital_oracle,available_buffer_oracle,alpha_bayes,expected_utility_bayes,utility_bayes_realised,shortfall_bayes_realised,regret_bayes_vs_oracle,alpha_full,utility_full,shortfall_full,alpha_zero,utility_zero,latent_state,latent_cycle,simulation_seed
2030Q1,0,-0.6307878864905503,-0.29644834280788335,0.05947780102187389,-0.04781251364015021,0.31493627511732936,0.0019846873745246554,0.003878018754947722,0.015422073903389566,0.003878018754947722,0.0017451084397264748,0.006980433758905899,0.005628073512648714,0.0025326330806919213,0.010130532322767685,0.17550027899144116,0.08519143471022479,0.5850551140634666,1.083471959803611,0.0,1.083471959803611,0.49841684551620935,0.49841684574014455,0.5840737871131139,1.0878266789403308,1.0833319502869263,0.0,0.00014000951668480255,1.0,-5.949733109898591,0.7092406779091671,0.0,1.0,0.2872979832187277,-0.7245751945966169,43
2030Q2,1,0.6267286266406689,-1.1061599125742632,-0.9034681858274431,0.23227977466113184,1.1238050711483565,0.0025326330806919213,0.001980513514917929,0.007898550515321956,0.001980513514917929,0.0008912310817130682,0.003564924326852273,0.0015812893811120918,0.0007115802215004413,0.0028463208860017653,0.20084746385554886,0.06759376894302332,0.6600426947520399,1.1061904394490287,0.0,1.1061904394490287,0.44614773401599855,0.4461477446969888,0.6565677201977972,1.1043631785484729,1.105631370955546,0.0,0.0005590684934826395,1.0,-3.9896507186673817,0.5150534916452377,0.0,1.0,-0.4162399080733094,-0.30641853082593923,43
2030Q3,2,-0.29977631753810496,-1.3765813455067797,-1.1732346106232625,-0.09322424138460464,-0.4172849619045238,0.0007115802215004413,0.0018267509362980359,0.0072870060037670825,0.0018267509362980359,0.0008220379213341162,0.0032881516853364647,0.0015190611059900524,0.0006835774976955236,0.0027343099907820943,0.2033577380227986,0.06546068410011867,0.6695938452194237,1.107914573144989,0.0,1.107914573144989,0.4383207117729245,0.4383207279255654,0.6663831495462937,1.1063879281656446,1.1073971238650442,0.0,0.0005174492799449038,1.0,-3.7732619347583753,0.493442615978142,0.0,1.0,-0.5162184566828565,-1.0177460770700582,43
2030Q4,3,0.02266855886864444,0.8047087330630154,-0.25890803957109376,0.13034377416301834,-0.28136351318443015,0.0006835774976955236,0.0036542591449750966,0.014537109932393988,0.0036542591449750966,0.0016444166152387934,0.006577666460955174,0.004060394711818599,0.0018271776203183695,0.007308710481273478,0.17801120874865362,0.0836632231096531,0.5928019549819197,1.088759183782723,0.0,1.088759183782723,0.49595722219490884,0.4959572288008034,0.5898550185760615,1.0892922408953887,1.0883179442290318,0.0,0.0004412395536912417,1.0,-5.719311849200332,0.6869040072997148,0.0,1.0,0.22428719356350374,0.33520921719143354,43
2031Q1,4,-0.9741236863522267,0.4777794145449334,0.16308741692223216,-0.17551153796766253,-0.25436610232101775,0.0018271776203183695,0.004738382877468206,0.01881924292185777,0.004738382877468206,0.002132272294860693,0.008529089179442772,0.005808495900971828,0.0026138231554373227,0.01045529262174929,0.16683026100743764,0.09031568377752729,0.5677640371597935,1.0805440103713169,0.0,1.0805440103713169,0.5127799724037616,0.5127799732115234,0.565277403534403,1.0828045210341646,1.0801912521277426,0.0,0.00035275824357428043,1.0,-6.471088924850835,0.7612950693296462,0.0,1.0,0.47704375212458733,0.2456907132581224,43
2031Q2,5,0.42337274573968403,0.25360494799082256,0.6945048559941693,0.007321265263103394,0.34002712521463296,0.0026138231554373227,0.002929363440971941,0.011666067218700227,0.002929363440971941,0.0013182135484373736,0.005272854193749494,0.002818877097941726,0.0012684946940737768,0.005073978776295107,0.1869662246006844,0.07792140368345757,0.6158018479346569,1.095643296685963,0.0,1.095643296685963,0.4798414438193555,0.4798414487513062,0.6123731759217675,1.0947076791662116,1.0951107723103584,0.0,0.0005325243756046927,1.0,-5.083674784693873,0.6238989837753135,0.0,1.0,0.008772125298752358,0.17989703610738084,43
2031Q3,6,-0.11671197760792051,-0.3266048813906657,0.3355674851628737,-0.045392176373362805,0.24267195919299167,0.0012684946940737768,0.0034881692176503424,0.013879842542358967,0.0034881692176503424,0.001569676147942654,0.006278704591770616,0.004031565863960923,0.0018142046387824152,0.007256818555129661,0.1799493246185293,0.08246288389876401,0.5970965990057794,1.089479674435796,0.0,1.089479674435796,0.49238307520160435,0.4923830754300166,0.5944560189489345,1.0904348757659652,1.0890839625121282,0.0,0.0003957119236677187,1.0,-5.597850900142467,0.6747708853754643,0.0,1.0,0.18073913522249385,0.06770866941355097,43
2031Q4,7,-0.6810636804739174,0.7897985129514413,-0.9049374008177856,0.5203442928351025,-0.45402324280600564,0.0018142046387824152,0.0034238144608342977,0.013625083215881517,0.0034238144608342977,0.001540716507375434,0.006162866029501736,0.0042054086101362635,0.0018924338745613186,0.007569735498245274,0.18071784137561514,0.08198124138670775,0.598538337945506,1.0892274985153279,0.0,1.0892274985153279,0.49068915962309384,0.4906891605698218,0.5963174730984274,1.090891490877334,1.088896421619693,0.0,0.0003310768956348298,1.0,-5.558291864872519,0.6707367526126906,0.0,1.0,0.16202109576691306,0.1915954927487971,43
2032Q1,8,0.5544420945947559,-0.7603480535064598,-0.3241840934276648,0.3071356084459556,0.11522752067726706,0.0018924338745613186,0.0022835161038490606,0.009102825342510279,0.0022835161038490606,0.0010275822467320772,0.004110328986928309,0.0021762096134233695,0.0009792943260405163,0.003917177304162065,0.19612300171654307,0.071360248497838,0.6429233138849465,1.1017150051990041,0.0,1.1017150051990041,0.4587916744388328,0.4587916913140576,0.6398414587712812,1.1008260848071951,1.1012274339721733,0.0,0.00048757122683085186,1.0,-4.3957472256482575,0.5553954282387852,0.0,1.0,-0.2553029065031751,0.7315368272888517,43
2032Q2,9,0.6757895592430718,0.12061017043795175,0.1589310252655293,-0.3511736151819855,0.2819664768602058,0.0009792943260405163,0.003292121206966351,0.013103599059009041,0.003292121206966351,0.001481454543134858,0.005925818172539432,0.0025383321123141895,0.0011422494505413854,0.0045689978021655414,0.1823218315038426,0.08096460412878223,0.6049355946449146,1.0947193063943848,0.0,1.0947193063943848,0.4897837094383499,0.4897837117494701,0.6002759553972132,1.0918521575918647,1.093989711704475,0.0,0.0007295946899097405,1.0,-5.374107852437776,0.6530685357932362,0.0,1.0,0.12352689416059844,0.25448038922344746,43
2032Q3,10,0.35426271425655415,-0.12885693879475102,0.6122815812360836,-0.07012406613986805,-0.5398279380396355,0.0011422494505413854,0.0025778014084005523,0.01027140374741975,0.0025778014084005523,0.0011600106337802485,0.004640042535120994,0.0028271428425705384,0.0012722142791567422,0.005088857116626969,0.19180266234718274,0.07456245459978024,0.6287937093414627,1.0976377398126842,0.0,1.0976377398126842,0.4688440240540023,0.4688440304712215,0.6261856615437614,1.0978398982808852,1.09723276773916,0.0,0.0004049720735241902,1.0,-4.748189030685266,0.5903466887893698,0.0,1.0,-0.1299168234417232,1.6955091511109026,43
