date,t,x_growth,x_unemployment,x_credit_spread,x_yield_curve,x_house_price_growth,c_lag1,PD_quarterly_true,PD_annual_true,PD_true,expected_c_quarterly,expected_c_annualised,default_rate,c,c_annualised_sim,R_true,K_IRB_true,alpha_oracle,utility_oracle,shortfall_oracle,terminal_capital_oracle,required_capital_oracle,available_buffer_oracle,alpha_bayes,expected_utility_bayes,utility_bayes_realised,shortfall_bayes_realised,regret_bayes_vs_oracle,alpha_full,utility_full,shortfall_full,alpha_zero,utility_zero,latent_state,latent_cycle,simulation_seed
2030Q1,0,-0.6925579502307466,-0.1139003265928763,-0.35928309671668934,0.4132144768665102,-1.6497565337504754,0.0016953135136667703,0.0040384977621992346,0.01605639746068488,0.0040384977621992346,0.0018173239929896556,0.007269295971958622,0.004565307639986286,0.002054388437993829,0.008217553751975316,0.17376764379248874,0.08623108215632659,0.5831397756488841,1.0859875261807388,0.0,1.0859875261807388,0.5028477390260078,0.5028477505318547,0.5801883132398151,1.0868219047856822,1.0855523149984987,0.0,0.0004352111822401028,1.0,-6.001090943811979,0.7148547059432041,0.0,1.0,0.3245300130971321,-0.3673386739716245,45
2030Q2,1,-0.15316475471282484,0.5539947053942479,0.4298203862240167,0.07117377175629797,0.07561234425408708,0.002054388437993829,0.004766656937482557,0.018930734336726873,0.004766656937482557,0.002144995621867151,0.008579982487468604,0.00426909941242421,0.0019210947355908948,0.007684378942363579,0.16656992869912204,0.09046767990209371,0.5695124871209456,1.0847372234277055,0.0,1.0847372234277055,0.5152247338510298,0.5152247363067599,0.564733061154312,1.082652724407218,1.0840260971659477,0.0,0.000711126261757844,1.0,-6.410088411124368,0.755887746376846,0.0,1.0,0.48094258402832557,0.6180476326802994,45
2030Q3,2,0.0012940208100498674,0.2728446156310846,1.0815344512848832,0.34972395429546255,0.03081354267348535,0.0019210947355908948,0.00540598800438148,0.02144923487926842,0.00540598800438148,0.002432694601971666,0.009730778407886664,0.006824046370155036,0.003070820866569766,0.012283283466279065,0.1610598188119748,0.09369400832625356,0.5556641180248291,1.076288122143824,0.0,1.076288122143824,0.5206239850081867,0.520624004118995,0.5533497822795019,1.0793905833658153,1.075970382843599,0.0,0.0003177393002251616,1.0,-6.85919112794803,0.7996482919282333,0.0,1.0,0.6070317699878107,0.732372220778867,45
2030Q4,3,-0.8072447791350497,0.5343259469852257,0.7476732455623856,0.0707020378575167,0.10152155633716375,0.003070820866569766,0.004446078826322341,0.017666060766483693,0.004446078826322341,0.0020007354718450535,0.008002941887380214,0.0061124151335475154,0.002750586810096382,0.011002347240385528,0.1696098153591123,0.08868954996356399,0.5726060470886692,1.0804477895058613,0.0,1.0804477895058613,0.507841726227094,0.507841742417192,0.5711475702017057,1.0844179446442723,1.0802428820617325,0.0,0.00020490744412882123,1.0,-6.323519545467,0.7464013677366036,0.0,1.0,0.4116338966340918,0.7929096020861123,45
2031Q1,4,-0.48937054361906984,1.1494539472477623,1.3764036564518942,0.08335269184957234,-0.32608810591507204,0.002750586810096382,0.005677794475014482,0.02251848490840136,0.005677794475014482,0.0025550075137565167,0.010220030055026067,0.003476323068362992,0.0015643453807633464,0.0062573815230533856,0.15892230569081317,0.09496181319778986,0.556402025897528,1.084771490960183,0.0,1.084771490960183,0.5283694524615289,0.5283694650626551,0.5489645667846306,1.0780884551222536,1.083638345377295,0.0,0.0011331455828880177,1.0,-6.820259311662953,0.797261585785532,0.0,1.0,0.657942915605679,0.7319201357319619,45
2031Q2,5,-0.11665367432817719,0.7419082715493424,1.1585046375550587,0.37528178573728793,-1.6878561782587669,0.0015643453807633464,0.006909821332165957,0.02735412891907807,0.006909821332165957,0.003109419599474681,0.012437678397898723,0.004770228445292599,0.00214660280038167,0.00858641120152668,0.150562852375219,0.10016361845828135,0.5390538472142363,1.0789897013521257,0.0,1.0789897013521257,0.5399358388083546,0.5399358541378894,0.5314825637538464,1.0726498169989394,1.077880251113566,0.0,0.0011094502385597949,1.0,-7.404488153870117,0.8551022125866301,0.0,1.0,0.8683672764949616,2.0546667861020835,45
2031Q3,6,0.7371217036456825,0.7485649419294218,0.9359264393623414,0.47799800991936225,-0.4886704273499104,0.00214660280038167,0.004111994694533652,0.01634680560068502,0.004111994694533652,0.0018503976125401433,0.007401590450160573,0.00553518368348194,0.002490832657566873,0.009963330630267492,0.17299255663009655,0.08669284759375104,0.5801013173561196,1.083007667807585,4.4856118819325275e-11,1.0830076682561462,0.5029063509448828,0.5029063509000267,0.5784746093529309,1.0863734608682867,1.0827748998857971,0.0,0.00023276792178794636,1.0,-6.09527635170746,0.7238368025131792,0.0,1.0,0.33272630048878804,1.3633087574508218,45
2031Q4,7,-0.1415091507702854,1.4554132561613067,0.972582029883015,0.5446022757579944,-1.1537887213602307,0.002490832657566873,0.004753649525910025,0.018879444166484904,0.004753649525910025,0.0021391422866595114,0.008556569146638045,0.0048326006844313435,0.0021746703079941047,0.008698681231976419,0.16668951094698697,0.0903978641361161,0.5689170923809922,1.0832060004348938,0.0,1.0832060004348938,0.5142889002177115,0.5142889080539016,0.5649829993492959,1.082722469699144,1.082630626358618,0.0,0.0005753740762757253,1.0,-6.431000147490962,0.7577253444411021,0.0,1.0,0.46643980781144156,2.83525493379366,45
2032Q1,8,-0.06307819238677942,-0.3176363357946709,0.7586042851210861,0.3842363941200931,-0.15708068071392783,0.0021746703079941047,0.0033072309064944463,0.013163441543736387,0.0033072309064944463,0.0014882539079225008,0.005953015631690003,0.0038450089845473655,0.0017302540430463144,0.006921016172185258,0.18213563554098644,0.08108344405023606,0.6023599257105121,1.090774110551069,0.0,1.090774110551069,0.4884141733445266,0.488414184840557,0.5998111448043866,1.091740066687456,1.0903900157435167,0.0,0.0003840948075524153,1.0,-5.450672349758701,0.6601369809328238,0.0,1.0,0.11861025121851539,2.0040819028275054,45
2032Q2,9,0.7398077456757879,0.13514446989935552,0.3909104145747456,-0.06003506073986353,-0.8264324858504439,0.0017302540430463144,0.004098937214188927,0.01629521632642794,0.004098937214188927,0.0018445217463850174,0.0073780869855400695,0.004041689931572093,0.001818760469207442,0.007275041876829768,0.17312942545516952,0.08661144246841115,0.5826480236069231,1.087287896037982,0.0,1.087287896037982,0.5046398577596449,0.5046398724310588,0.5787761889332073,1.0864526173155538,1.0867078472112763,0.0,0.0005800488267055925,1.0,-6.013207898453933,0.7163020293761859,0.0,1.0,0.32512217367305807,2.211345213932897,45
